City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,maryville,35.7565,-83.9705,11.92,52,20,3.6,US,1680103845
365,sfantu gheorghe,45.8667,25.7833,1.63,39,100,7.07,RO,1680103846
366,aransas pass,27.9095,-97.15,18.32,64,75,7.72,US,1680103846
367,waw,7.7029,27.9953,35.61,13,61,2.11,SS,1680103846
368,markova,48.6758,24.4138,1.58,41,5,3.86,UA,1680103847
369,llangefni,53.2556,-4.3106,14.25,94,100,12.86,GB,1680103847
370,luanda,-8.8368,13.2343,30.0,70,40,7.2,AO,1680103731
371,fagernes,60.9858,9.2324,0.51,85,100,2.08,NO,1680103847
372,usinsk,65.9939,57.5281,-11.3,91,24,4.28,RU,1680103848
373,duluth,46.7833,-92.1066,-7.11,56,0,4.63,US,1680103601
374,lovington,32.944,-103.3485,11.85,32,1,1.79,US,1680103848
375,moses lake,47.1301,-119.2781,8.27,52,100,3.09,US,1680103848
376,marienburg,54.0359,19.0266,11.03,65,100,3.39,PL,1680103849
377,anapolis,-16.3267,-48.9528,26.78,53,40,3.6,BR,1680103849
378,komsomolskiy,40.4272,71.7189,19.4,39,100,2.06,UZ,1680103849
379,kita,13.0349,-9.4895,41.35,6,32,1.51,ML,1680103850
380,nuuk,64.1835,-51.7216,-4.66,63,22,6.69,GL,1680103655
381,jatai,-17.8814,-51.7144,29.29,54,10,3.65,BR,1680103850
382,amahai,-3.3333,128.9167,24.75,87,100,1.62,ID,1680103850
383,grafton,42.207,-71.6856,8.97,43,0,2.57,US,1680103850
384,baykit,61.67,96.37,1.84,97,100,5.03,RU,1680103851
385,nome,64.5011,-165.4064,-6.58,93,100,10.8,US,1680103851
386,galesong,-5.3166,119.3661,25.01,83,95,1.71,ID,1680103851
387,viedma,-40.8135,-62.9967,14.55,24,0,8.43,AR,1680103851
388,kuytun,54.3419,101.5036,2.01,88,80,2.9,RU,1680103851
389,camana,-16.6228,-72.7111,25.24,76,21,3.25,PE,1680103852
390,harare,-17.8294,31.0539,19.21,67,77,3.07,ZW,1680103852
391,challans,46.8436,-1.8749,19.51,80,100,5.29,FR,1680103852
392,san antonio,29.4241,-98.4936,17.21,45,100,5.66,US,1680103790
393,barranca,-10.75,-77.7667,26.93,65,92,4.17,PE,1680103852
394,pasighat,28.0667,95.3333,18.8,72,77,2.01,IN,1680103853
395,santa cruz,-17.8,-63.1667,30.03,62,40,10.29,BO,1680103853
396,monte gordo,37.1819,-7.4523,24.58,61,18,2.86,PT,1680103853
397,praia da vitoria,38.7333,-27.0667,18.14,68,40,8.26,PT,1680103853
398,portel,-1.9356,-50.8211,28.51,68,96,1.1,BR,1680103680
399,kenai,60.5544,-151.2583,-4.36,93,40,1.54,US,1680103854
400,unai,-16.3575,-46.9061,31.49,33,100,2.97,BR,1680103854
401,ballina,-28.8667,153.5667,20.43,89,73,3.23,AU,1680103855
402,yar-sale,66.8333,70.8333,-15.76,91,42,8.61,RU,1680103855
403,hami,42.8,93.45,16.88,9,0,3.68,CN,1680103855
404,sulphur springs,33.1385,-95.6011,12.08,76,75,2.06,US,1680103686
405,luan,46.3592,6.9759,13.51,67,100,2.68,CH,1680103855
406,henties bay,-22.116,14.2845,17.76,78,6,6.04,NA,1680103856
407,padre bernardo,-15.35,-48.5,29.87,38,84,3.07,BR,1680103856
408,poum,-20.2333,164.0167,26.03,77,95,1.44,NC,1680103856
409,victoria,22.2855,114.1577,22.33,85,97,3.58,HK,1680103856
410,the valley,18.217,-63.0578,27.92,65,20,4.12,AI,1680103857
411,maraba,-5.3686,-49.1178,29.1,74,75,3.09,BR,1680103857
412,soria,41.6667,-2.6667,23.25,25,52,6.09,ES,1680103857
413,trincomalee,8.5711,81.2335,27.4,71,100,5.27,LK,1680103276
414,kahului,20.8947,-156.47,24.91,80,0,5.36,US,1680103858
415,qasigiannguit,68.8193,-51.1922,-12.86,78,1,1.39,GL,1680103858
416,coihaique,-45.5752,-72.0662,6.97,70,75,1.54,CL,1680103858
417,valdivia,-39.8142,-73.2459,11.05,52,28,0.15,CL,1680103662
418,tevaitoa,-16.7833,-151.5,27.99,73,68,4.36,PF,1680103859
419,coos bay,43.3665,-124.2179,4.57,94,0,0.0,US,1680103859
420,moulins,46.5,3.3333,21.72,53,100,1.11,FR,1680103859
421,ndele,8.4109,20.6473,33.73,29,92,1.86,CF,1680103860
422,sistranda,63.7256,8.834,1.98,63,6,6.99,NO,1680103860
423,soure,-0.7167,-48.5233,25.91,85,100,3.23,BR,1680103861
424,pemangkat,1.1667,108.9667,26.46,84,100,3.12,ID,1680103862
425,asau,46.4333,26.4,2.51,57,100,2.43,RO,1680103863
426,vargashi,55.3556,65.8467,-1.16,72,6,3.86,RU,1680103864
427,san rafael,-34.6177,-68.3301,18.53,25,42,4.73,AR,1680103865
428,chandpur,29.15,78.2667,24.12,25,57,2.18,IN,1680103865
429,ngunguru,-35.6167,174.5,11.19,72,0,4.24,NZ,1680103866
430,vao,-22.6667,167.4833,24.7,78,100,4.61,NC,1680103681
431,madang,-5.2246,145.7966,24.64,90,87,1.37,PG,1680103869
432,margate,51.3813,1.3862,14.93,71,100,3.13,GB,1680103870
433,beringovskiy,63.05,179.3167,-4.74,97,100,4.55,RU,1680103870
434,fukue,32.6881,128.8419,14.34,63,100,5.19,JP,1680103872
435,alvorada,-12.48,-49.1247,32.22,44,61,3.47,BR,1680103872
436,perth,-31.9333,115.8333,24.26,39,40,8.75,AU,1680103857
437,santiago del estero,-27.7951,-64.2615,31.9,49,0,3.35,AR,1680103644
438,prince rupert,54.3161,-130.3201,5.83,93,0,2.57,CA,1680103874
439,olinda,-8.0089,-34.8553,27.85,74,40,3.09,BR,1680103788
440,rudnyy,52.9594,63.1206,-0.87,83,100,7.82,KZ,1680103875
441,sawakin,19.1059,37.3321,26.03,55,22,3.03,SD,1680103875
442,codajas,-3.8367,-62.0569,22.69,99,100,0.75,BR,1680103875
443,puerto escondido,15.85,-97.0667,29.46,74,0,1.54,MX,1680103876
444,bonfim,3.0833,-59.95,34.62,36,74,2.61,BR,1680103877
445,copiapo,-27.3667,-70.3333,25.69,46,0,2.11,CL,1680103629
446,kalianget,-7.05,113.9333,25.58,87,94,4.75,ID,1680103878
447,lewiston,44.1003,-70.2148,6.9,46,0,4.63,US,1680103878
448,klaksvik,62.2266,-6.589,4.51,82,100,16.8,FO,1680103689
449,kismayo,-0.3582,42.5454,27.89,73,30,6.6,SO,1680103880
450,tiarei,-17.5333,-149.3333,26.01,78,50,3.38,PF,1680103881
451,jacareacanga,-6.2222,-57.7528,30.62,66,99,1.18,BR,1680103883
452,tautira,-17.7333,-149.15,27.17,78,60,3.39,PF,1680103880
453,manado,1.487,124.8455,25.43,94,40,1.03,ID,1680103888
454,hithadhoo,-0.6,73.0833,28.39,74,33,2.9,MV,1680103892
455,new richmond,45.123,-92.5366,-6.6,79,0,4.12,US,1680103892
456,korla,41.7597,86.1469,15.24,15,2,4.22,CN,1680103767
457,paamiut,61.994,-49.6678,-7.25,52,25,1.38,GL,1680103894
458,novita,4.9551,-76.6053,26.41,85,99,0.28,CO,1680103895
459,paranaiba,-19.6772,-51.1908,30.51,56,2,3.27,BR,1680103895
460,tiksi,71.6872,128.8694,-29.23,99,90,3.16,RU,1680103897
461,lavrentiya,65.5833,-171.0,-7.48,95,100,6.34,RU,1680103898
462,shizilu,35.1711,118.8289,9.9,60,100,2.17,CN,1680103899
463,khorixas,-20.3667,14.9667,31.49,26,80,3.61,NA,1680103901
464,liangxiang,39.7319,116.14,16.87,25,2,3.29,CN,1680103901
465,vilhena,-12.7406,-60.1458,24.12,83,75,8.75,BR,1680103826
466,agadez,19.75,10.25,31.83,6,0,5.69,NE,1680103902
467,mount gambier,-37.8333,140.7667,10.68,89,15,2.17,AU,1680103902
468,niteroi,-22.8833,-43.1036,33.79,67,0,5.14,BR,1680103903
469,helong,42.5397,128.9972,6.11,62,1,3.22,CN,1680103903
470,eyl,7.9803,49.8164,27.8,69,11,3.73,SO,1680103903
471,karachi,24.9056,67.0822,25.9,65,20,4.63,PK,1680103903
472,shelby,35.2001,-89.8668,13.41,49,0,2.57,US,1680103761
473,camocim,-2.9022,-40.8411,28.02,77,41,3.79,BR,1680103746
474,xai-xai,-25.0519,33.6442,25.77,60,3,4.83,MZ,1680103904
475,mackay,-21.15,149.2,23.16,81,3,2.46,AU,1680103904
476,high rock,26.6208,-78.2833,28.01,70,62,6.76,BS,1680103904
477,bay roberts,47.5999,-53.2648,2.81,77,94,2.68,CA,1680103905
478,kemijarvi,66.7131,27.4306,-3.44,96,100,1.13,FI,1680103905
479,mlowo,-9.0,32.9833,16.59,97,100,1.02,TZ,1680103905
480,wajid,3.8093,43.2471,34.14,31,83,0.53,SO,1680103905
481,greenville,35.6127,-77.3663,13.4,73,75,4.12,US,1680103629
482,provideniya,64.3833,-173.3,-6.69,94,100,6.98,RU,1680103647
483,litovko,49.2361,135.1742,2.62,75,98,3.25,RU,1680103906
484,zheleznodorozhnyy,55.7503,38.0042,7.3,87,100,6.3,RU,1680103906
485,luchegorsk,46.4764,134.2569,6.5,52,94,5.49,RU,1680103906
486,bata,1.8639,9.7658,25.82,81,100,3.4,GQ,1680103907
487,petropavlovsk-kamchatskiy,53.0452,158.6483,-4.67,54,0,1.0,RU,1680103907
488,balikpapan,-1.2675,116.8289,26.55,89,20,4.12,ID,1680103907
489,darnah,32.767,22.6367,13.51,51,5,8.05,LY,1680103907
490,chapais,49.7834,-74.8492,-3.12,89,100,1.94,CA,1680103908
491,keningau,5.3378,116.1602,22.39,99,100,0.55,MY,1680103908
492,kargat,55.1956,80.2811,-1.05,84,100,6.59,RU,1680103908
493,nagato,34.3833,131.2,10.39,54,91,1.21,JP,1680103908
494,arman,59.7,150.1667,-12.58,95,96,2.96,RU,1680103909
495,nouadhibou,20.931,-17.0347,22.99,68,0,7.72,MR,1680103909
496,kashan,33.9831,51.4364,22.1,22,0,2.13,IR,1680103909
497,vanimo,-2.6741,141.3028,25.33,84,98,0.38,PG,1680103910
498,brookhaven,31.5791,-90.4407,13.22,49,98,3.38,US,1680103910
499,salta,-24.7859,-65.4117,26.99,69,20,1.54,AR,1680103910
500,komatipoort,-25.4332,31.9548,27.1,44,76,2.06,ZA,1680103910
501,sorong,-0.8833,131.25,26.73,78,97,1.74,ID,1680103910
502,carauari,-4.8828,-66.8958,27.81,84,89,0.59,BR,1680103911
503,great falls,47.5002,-111.3008,-2.4,97,100,2.06,US,1680103633
504,cabedelo,-6.9811,-34.8339,28.37,70,27,4.92,BR,1680103911
505,roald,62.5833,6.1333,6.51,44,0,9.77,NO,1680103837
506,ust-tsilma,65.441,52.1498,-10.19,96,83,1.35,RU,1680103912
507,hof,50.3167,11.9167,10.81,65,0,5.14,DE,1680103912
508,alyangula,-13.8483,136.4192,26.61,79,8,2.9,AU,1680103832
509,tingi,-11.3,35.0333,18.46,96,100,0.74,TZ,1680103912
510,opuwo,-18.0607,13.84,24.67,58,100,2.08,NA,1680103912
511,mehran,33.1222,46.1646,22.2,40,0,1.75,IR,1680103913
512,tawala,9.5542,123.7696,26.53,81,100,3.81,PH,1680103913
513,verkhnyaya inta,65.9811,60.3094,-9.21,90,100,4.7,RU,1680103913
514,wahiawa,21.5028,-158.0236,23.2,89,100,3.09,US,1680103913
515,mbekenyera,-10.0,38.9833,22.7,95,100,1.14,TZ,1680103913
516,verkhoturye,58.8627,60.8054,-3.67,86,5,1.13,RU,1680103914
517,buchanan,5.8808,-10.0467,29.32,68,85,2.97,LR,1680103914
518,ozernovskiy,51.5,156.5167,-1.48,51,2,5.87,RU,1680103914
519,rosarito,32.3333,-117.0333,12.53,62,75,3.61,MX,1680103914
520,mahanoro,-19.9,48.8,23.91,88,99,1.78,MG,1680103914
521,samashki,43.2906,45.3014,16.62,65,94,2.47,RU,1680103915
522,qaqortoq,60.7167,-46.0333,-3.36,71,17,1.31,GL,1680103915
523,savannah bight,16.45,-85.85,26.48,72,0,9.38,HN,1680103915
524,ribas do rio pardo,-20.4431,-53.7592,30.73,56,8,3.76,BR,1680103916
525,berlevag,70.8578,29.0864,-2.0,86,75,8.75,NO,1680103916
526,bismil,37.8486,40.6658,17.06,69,70,6.37,TR,1680103916
527,xiongyue,40.1774,122.1228,9.62,54,0,4.6,CN,1680103916
528,hurghada,27.2574,33.8129,23.69,39,0,11.66,EG,1680103824
529,oktyabrskiy,54.4815,53.471,2.63,88,64,4.14,RU,1680103916
530,barvinkove,48.9097,37.0205,4.24,64,100,5.75,UA,1680103917
531,sassandra,4.95,-6.0833,29.94,65,46,4.54,CI,1680103917
532,haines junction,60.7522,-137.5108,-16.03,85,100,0.51,CA,1680103917
533,sabha,27.0377,14.4283,27.5,16,0,6.1,LY,1680103760
534,santa isabel,-23.3156,-46.2214,29.61,68,76,1.74,BR,1680103813
535,dongkan,33.9997,119.8308,7.77,57,100,3.1,CN,1680103918
536,bonoua,5.2741,-3.595,30.79,63,85,4.84,CI,1680103918
537,husavik,66.0449,-17.3389,2.45,82,100,9.5,IS,1680103919
538,tarko-sale,64.9225,77.785,-19.19,97,87,2.03,RU,1680103919
539,lumeje,-11.55,20.7833,23.53,78,87,1.89,AO,1680103919
540,santa engracia,41.9406,-1.3245,26.65,22,40,5.92,ES,1680103919
541,el salto,20.3333,-104.5,26.5,26,30,1.13,MX,1680103920
542,dubbo,-32.25,148.6167,14.07,82,1,3.09,AU,1680103741
543,elesbao veloso,-6.2019,-42.1403,32.79,40,57,2.01,BR,1680103920
544,nador,35.174,-2.9287,21.04,72,40,3.09,MA,1680103920
545,chipinge,-20.1883,32.6236,17.53,91,9,1.51,ZW,1680103920
546,noumea,-22.2763,166.4572,21.99,87,98,3.85,NC,1680103805
547,kiruna,67.8557,20.2251,-8.49,86,100,5.14,SE,1680103921
548,mishelevka,52.8575,103.1719,0.61,95,58,2.04,RU,1680103921
549,strezhevoy,60.7333,77.5889,-11.44,91,39,3.95,RU,1680103922
550,pangody,65.85,74.4859,-16.24,97,95,4.28,RU,1680103923
551,catamarca,-28.4696,-65.7852,30.32,60,0,1.79,AR,1680103926
552,majene,-3.5403,118.9707,25.31,81,99,0.46,ID,1680103928
553,antigonish,45.6169,-61.9986,1.57,93,99,1.34,CA,1680103634
554,antofagasta,-23.65,-70.4,22.6,68,8,3.72,CL,1680103849
555,kannur,11.8675,75.3576,25.99,76,5,2.82,IN,1680103930
556,amapa,1.0,-52.0,30.15,59,75,2.25,BR,1680103931
557,meulaboh,4.1363,96.1285,25.94,84,49,0.9,ID,1680103932
558,blind river,46.1834,-82.9582,-1.94,64,78,8.75,CA,1680103932
559,puerto madryn,-42.7692,-65.0385,13.78,19,20,8.54,AR,1680103877
560,lakota,5.8528,-5.6883,29.02,64,82,2.06,CI,1680103934
561,blieskastel,49.2372,7.2562,16.45,59,20,3.6,DE,1680103934
562,dombarovskiy,50.7587,59.5386,2.71,95,100,12.22,RU,1680103935
563,erenhot,43.6475,111.9767,7.92,24,0,1.4,CN,1680103935
564,mishan,45.55,131.8833,6.0,55,48,3.14,CN,1680103936
565,shimoda,34.6667,138.95,11.17,77,100,3.45,JP,1680103937
566,skibbereen,51.55,-9.2667,11.17,91,100,7.82,IE,1680103937
567,yulara,-25.2406,130.9889,21.72,40,80,6.7,AU,1680103938
568,ciudad bolivar,8.1222,-63.5497,32.54,37,95,4.09,VE,1680103938
569,zhuhai,22.2769,113.5678,21.88,83,40,2.57,CN,1680103939
